Content,Date
"RT @#####: “On brink of collapse ?? intensive care being set up in hallways, and by","March 26, 18,000 #COVID19 likely cases, of which ~…","Mar 08, 2020"
"RT @#####: ICU rationing + prioritization beginning in Italy ????: “Place age limit for access to intensive care, based on greatest poss…","Mar 08, 2020"
"RT @#####: #COVID19: Over 101,000 cases globally S. Korea: 7,134 confirmed, 50 deaths Japan (except cruise): 449 confirmed, 7 death…","Mar 08, 2020"
"RT @#####: Shit. This is essentially determining who gets rationed care based on age. Expect death rates to rise steeply. #Coronav…","Mar 08, 2020"
"RT @#####: Italy Lombardy region is on the brink. Retired doctors summoned, nursing students field promoted to graduation. Just under…","Mar 08, 2020"
"RT @#####: Gee. Italy is now a runaway #COVID19 ??. New cases spiked over + 1200 cases overnight, to now 5883 cases. Below timeline out…","Mar 07, 2020"
"RT @#####: 1/6th of Italy now now under full lockdown. #COVID19 US","May need to start thinking to potentially do the same before it bec…","Mar 07, 2020"
"RT @#####: Subdivision had been ordered to #quarantine. Its happening. California is about a two weeks ahead of most other places.…","Mar 07, 2020"
"RT @#####: Media reports Milan, Venice and other regions in Italy to be put under quarantine.","Mar 07, 2020"
"RT @#####: WHO has defined 4? transmission scenarios for #COVID19: 1? No cases 2? Sporadic cases: 1 or more cases, imported or locally detect…","Mar 07, 2020"
"RT @#####: Countries should prepare to respond to different public health scenarios, recognizing that there is no one-size-fits-all approach…","Mar 07, 2020"
"RT @#####2019N: A @##### team found that 5 % of the novel coronavirus cases required artificial respiration, and 15 % needed to be given highly c…","Mar 07, 2020"
"RT @#####: NEW: WHO interim guidance on critical preparedness, readiness and response actions for #COVID19 https://t.co/4QQ7VcQPe4 #coronavi…","Mar 07, 2020"
"RT @#####: An Italian cruise ship was turned away from ports in Malaysia and Thailand even though it has no cases of coronavirus…","Mar 07, 2020"
"RT @#####_: BREAKING Coronavirus hits Ibiza as first case confirmed in party spot popular with Brits https://t.co/uaxEuGsHzu https…","Mar 07, 2020"
"RT @#####: Coronavirus: Brawl over toilet paper in Sydney super"Market https://t.co/whuxyoNwJe","Mar 07, 2020"
"RT @#####3at: #CoronaVirus has people are literally fighting over toilet paper. https://t.co/AkgVzkMbwd","Mar 07, 2020"
"RT @#####: The five-stage EU document the Government is using to fight Covid-19 https://t.co/kCClptqZCJ","Mar 07, 2020"
"RT @#####: Here's me commentary on a toilet paper scrap, cause in Australia we think it'll save us from COVID-19 #australia #ozzym…","Mar 07, 2020"
"RT @#####: You know things are getting serious when a Pomeranian in Hong Kong tests positive for coronavirus, leaving us all askin…","Mar 07, 2020"
"RT @#####_Madani: WHY ARE PEOPLE STILL TAKING CRUISES??","Mar 07, 2020"
"RT @#####: Work. Eat. Sleep. Repeat: Check out this video diary shot by a medic working in Wuhan. After a long-day, shattered and starved,…","Mar 07, 2020"
"RT @#####: REPOST: Scientist at AHA webinar presented this "Best Guess Epidemiology" for #COVID19 for 2 months (using conservative num…","Mar 07, 2020"
"RT @#####: IMPORTANT article: estimated that <1900 tests have been done across all 50 states so far cumulatively over 2 months. This i…","Mar 07, 2020"
"RT @#####: The coronavirus panic is dumb","Mar 07, 2020"
"RT @#####: As COVID-19 makes its way across the globe, we’re approaching this unprecedented moment with a deep sense of responsibili…","Mar 07, 2020"
"@##### Well done @##### and Team !","Mar 06, 2020"
"RT @#####: Firms send staff home as coronavirus arrives in Canary Wharf https://t.co/5qfycGsIv8 https://t.co/oNZqSzYyXN","Mar 06, 2020"
"#CoronaVirusChallenge #COVID?19 #coronavirus @##### @##### https://t.co/S33GdFdvnu","Mar 06, 2020"
"RT @#####: The rapid spread of COVID-19 requires an equally fast response from the research community. We're supporting @##### to mak…","Mar 06, 2020"
"RT @#####: The @##### team is sharing predictions of some protein structures associated with the virus that causes COVID-19, gene…","Mar 06, 2020"
"RT @#####: I think we need to start these “sanitized on” date stamp signs soon in the US. #COVID19","Mar 06, 2020"
"RT @#####"FeboatHQ: Chinese scientists identify two strains of the coronavirus, indicating it’s already mutated at least once https://t.co/u5K4…","Mar 05, 2020"
"RT @#####: How coronavirus spread around the world https://t.co/rY0FhBvf9Y","Mar 05, 2020"
"RT @#####: First case in South Africa ????. A traveler from Italy ???? who passed through its airport screening w/out symptoms upon arriva…","Mar 05, 2020"
"RT @#####: Daily sign in the elevator. Wonder if you’ll see them where you are, too. #China #coronavirus https://t.co/pVUsb3LjNr","Mar 05, 2020"
"RT @#####: HSBC evacuates part of London HQ after worker 'contracts coronavirus' https://t.co/y9Xc4HRS9L","Mar 05, 2020"
"RT @#####: North Korean leader Kim Jong Un sent a "personal letter" to South Korean President Moon Jae-in expressing condolences for the coro…","Mar 05, 2020"
"RT @#####: VR viewing, live streaming help real estate","Market during #COVID19 epidemic https://t.co/FIUatZbd07","Mar 05, 2020"
"RT @#####: BREAKING: Iran confirms 591 new cases of coronavirus and 15 new deaths; total of 3,513 cases and 107 deaths https://t.co/eUoE2…","Mar 05, 2020"
"RT @#####: ?? "Of course I hope the government can do something. But instead of waiting, we should think about ways to save ourselves."…","Mar 05, 2020"
"RT @#####: South Africa confirms first case of coronavirus. Follow the latest updates: https://t.co/hN6QCMnVja https://t.co/Ta1SIlIBvG","Mar 05, 2020"
"RT @#####_Osborne: Today’s ?@#####? as government moves from containment to delay phase in the virus war https://t.co/YyL3wJ8MLc","Mar 05, 2020"
"RT @#####: There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronav…","Mar 05, 2020"
"RT @#####: Will coronavirus push globalisation into reverse? https://t.co/rOjRIGkdgB via @##### @##### #PHEIC #COVID19 #Coro…","Mar 05, 2020"
"RT @#####: Spanish coronavirus patient recovers after being treated with an HIV drug that stops the deadly virus replicating https://t…","Mar 05, 2020"
"RT @#####: Virus war enters next phase as switch is made to delaying outbreak https://t.co/vqTne7Kqbo","Mar 05, 2020"
"RT @#####: Chinese doctors say autopsies of coronavirus patients suggest the deadly illness is “like a combination of SARS and AIDS”…","Mar 05, 2020"
"RT @#####: A 190-bed hospital is built in Iran to curb the spread of #COVID-19, which had killed 92 people in the country by Wednesday htt…","Mar 05, 2020"
"RT @#####: This epic photo is very real, and worth a thousand press conferences. For public health, we must walk the walk, not lick ??…","Mar 05, 2020"
"RT @#####: To fight the coronavirus, South Korea is testing hundreds of thousands of people everywhere, from clinics to drive-through st…","Mar 05, 2020"
"RT @#####: "It attaches to [the lung] like paste." Autopsies performed on deceased coronavirus patients in China have revealed insight…","Mar 05, 2020"
"RT @#####: Special #COVID19 screening clinics— really good idea to ease ER load, efficiently screen patients quickly, and keep feverou…","Mar 05, 2020"
"RT @#####: BREAKING: Japan to quarantine all people arriving from South Korea and China for two weeks because of coronavirus outbreak, t…","Mar 05, 2020"
"RT @#####: So far three #coronavirus cases have been treated @##### Camino Real hospital in Mountain View. I did a driveby to see if al…","Mar 05, 2020"
"RT @#####: From Hawaii to Sydney to Italy, everyday basic goods are flying off the shelves as people begin panic buying on #coronavirus…","Mar 05, 2020"
"RT @#####: A temporary hospital in central China's #Wuhan held a special fashion show. Medics and patients indulged in a catwalk in…","Mar 05, 2020"
"RT @#####: Patient dies after being earlier discharged as ‘recovered’??: “36-year-old man has died in Wuhan from respiratory failure da…","Mar 05, 2020"
"RT @#####: Two virus strains: “The more aggressive type of virus was found to be prevalent in the early stages of the outbreak in Wuha…","Mar 05, 2020"
"RT @#####: Republicans and Democrats agreed on a $7.8 billion emergency spending bill for coronavirus response that will be sent to the…","Mar 04, 2020"
"RT @#####: Is it the L and S strains from the interesting new paper that dropped last night? #CoronaVirusUpdate","Mar 04, 2020"
"RT @#####: By collecting essential items in advance, you can avoid crowded areas during an outbreak and decrease your contact with potentiall…","Mar 04, 2020"
"RT @#####: Vice President Mike Pence says the administration is sending new coronavirus guidance for nursing homes after a facility outside o…","Mar 04, 2020"
"RT @#####: #NEW: President Trump on air travel while meeting with airline CEOs amid the global coronavirus outbreak: "Large port…","Mar 04, 2020"
"RT @#####: Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick a…","Mar 04, 2020"
"RT @#####: Australia running out of toilet paper amid coronavirus panic-buying https://t.co/hH3QcOvgch","Mar 04, 2020"
"RT @#####: BREAKING: Italy reports 587 new cases of coronavirus and 28 new deaths, raising total to 3,089 cases and 107 dead https://t.co…","Mar 04, 2020"
"RT @#####: #BREAKING: Six people now confirmed in NY to have coronavirus, Gov. Andrew Cuomo says. Watch more: https://t.co/Bzzp0aijSo…","Mar 04, 2020"
"RT @#####: This is now in effect. Expect very limited info in or out of China now.","Mar 04, 2020"
"RT @#####: NEW: Los Angeles County reports 5 new cases of coronavirus, declares state of emergency https://t.co/eUoE2b20hL","Mar 04, 2020"
"RT @#####: 2 strains of the #coronavirus now One more aggressive about 70% of people get it... but supposedly harder to catch #…","Mar 04, 2020"
"RT @#####: Babylon's @#####_GP was on @##### today to give you the top tips to help prevent the spread of #coronavirus H…","Mar 04, 2020"
"RT @#####: Coronavirus has already dealt a half-billion-dollar blow to the tech industry’s events economy https://t.co/QL3c3CqHpL vi…","Mar 04, 2020"
"RT @#####: ???? "We will go all out to support in the disinfection work." South Korea has dispatched its military to help disinfect vari…","Mar 04, 2020"
"RT @#####: The #coronavirus is changing the way the world says “hello"—even for Angela Merkel #Covid_19 https://t.co/alINTj5OKg","Mar 04, 2020"
"RT @#####: No Time To Die: James Bond release date pushed back due to coronavirus https://t.co/WAJ84EFzC1","Mar 04, 2020"
"RT @#####: COVID-19: All firms must have contingency plans, FCA says https://t.co/uwZyVd66ow via @##### #PHEIC #COVID19 #Coronavirus…","Mar 04, 2020"
"RT @#####: Now 'The World Is a Giant Cruise Ship Called the Covid-19' https://t.co/Pb7oHft5oT #PHEIC #COVID19 #CoronavirusOutbreak #…","Mar 04, 2020"
"RT @#####: Exclusive: China now produces around 116 million face masks per day as a response to the spread of the #coronavirus. This…","Mar 04, 2020"
"RT @#####: Troubling graph from CDC: High “influenza-like activity” nationwide last week— hmmm... CDC needs to rule out if they are fl…","Mar 04, 2020"
"RT @#####: Italy closes all schools and universities for 2 weeks nationwide. #COVID19. https://t.co/4B7OU0UBoI","Mar 04, 2020"
"RT @#####007: MGM, Universal and Bond producers, Michael G. Wilson and Barbara Broccoli, announced today that after careful consideration and th…","Mar 04, 2020"
"RT @#####: CORONAVIRUS INFORMATION: Wash your hands more often than usual, for 20 seconds each time with soap and water, or use hand s…","Mar 04, 2020"
"RT @#####: World finance officials to consider how to cushion economies against coronavirus https://t.co/pCvBhWdp49 #PHEIC #COVID19…","Mar 04, 2020"
"RT @#####: Coronavirus is a breeding ground for conspiracy theories – here's why that's a serious problem https://t.co/19gUpNP0kD vi…","Mar 04, 2020"
"RT @#####: UK launches large-scale public advice campaign on coronavirus https://t.co/vSz6FVqIXq #CoronavirusOutbreak #COVID19 #Cont…","Mar 04, 2020"
"RT @#####: WHO: Coronavirus is different from influenza, and that means it can be contained https://t.co/KEzyYzPJR7 via @##### #C…","Mar 04, 2020"
"RT @#####: Saudi Arabia suspends pilgrimages to the cities of Mecca and Medina amid #coronavirus fear https://t.co/eubX1zW6JM","Mar 04, 2020"
"RT @#####: BREAKING: Italy closing all schools and universities across the country due to coronavirus - ANSA","Mar 04, 2020"
"RT @#####: #BREAKING Germany bans export of medical protection gear over #coronavirus https://t.co/Gf1YqEB7fn","Mar 04, 2020"
"RT @#####: WHO calls on industry and governments to increase manufacturing of personal protective equipment by 40% to meet rising global dema…","Mar 04, 2020"
"RT @#####: Italy PM set to announce more measures to prevent spread of coronavirus as death toll jumps to 79 https://t.co/uqkMmJXKRY htt…","Mar 04, 2020"
"RT @#####: South Korea plans to use a GPS-based app to monitor people who are quarantined due to the coronavirus outbreak. If they leave the…","Mar 04, 2020"
"RT @#####: The World Health Organization has examined the data and believes the decline in coronavirus cases in China since the end of…","Mar 04, 2020"
"RT @#####: The World Health Organization confirmed that Covid-19 is deadlier than the seasonal flu, but does not transmit as easily.…","Mar 04, 2020"
"RT @#####: The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containa…","Mar 04, 2020"
"RT @#####: BREAKING SCOOP??(Amazon Seattle): Internal Amazon HQ memo notified that an employee tested positive for #COVID19 in large ma…","Mar 04, 2020"
"RT @#####: 2) American has little to no *excess* spare capacity in hospital beds. Driven by a for profit model. As pointed out by @#####…","Mar 04, 2020"
"RT @#####: How to navigate the #coronavirus germ traps – from s"Martphones to takeaway cutlery ?? https://t.co/E70rZZa5rj","Mar 04, 2020"
"RT @#####: The World Health Organization warned of a global shortage and price hikes for protective equipment to fight a fast-spreading #…","Mar 04, 2020"
"RT @#####: Catholic churches in Singapore have started holding worship services online to fight the spread of the deadly coronavirus htt…","Mar 04, 2020"
"RT @#####: Israel Health Ministry to quarantine more than 1,000 high school students after student and principle test positive #co…","Mar 04, 2020"
"RT @#####: NYC lawyer with #coronavirus in 'severe' condition: Health Department Is 50 yo. https://t.co/GBAQbRxmvw","Mar 04, 2020"
"RT @#####: "Of course I hope the government can do something. But instead of waiting, we should think about ways to save ourselves." M…","Mar 04, 2020"
"RT @#####: World Bank announces up to $12bn in immediate funds to help fight coronavirus https://t.co/5rLSxZY9YW https://t.co/Aw0Bm50fDt","Mar 04, 2020"
"RT @#####"May: Wednesday's @##### front page https://t.co/cUFxkXCCfq","Mar 04, 2020"
"RT @#####: Thousands of sick people wait for hospital beds in South Korea as coronavirus cases surge https://t.co/ftSkHzPF4B Follow our l…","Mar 04, 2020"
"RT @#####: We want to help businesses and schools impacted by COVID-19 stay connected: starting this week, we'll roll out free acces…","Mar 04, 2020"
"RT @#####: How NOT to stop a pandemic: “Public health funding fell from more than $900 million in fiscal year 2005 to $675 million in…","Mar 04, 2020"
"RT @#####: The number of ?? tests done in America is TOO DAMN SMALL compared to South Korea. Just look at these SK daily test numbers!…","Mar 04, 2020"
"RT @#####: Wuhan 2.0?! “The outbreak in the Seattle area is at a critical juncture and could see explosive growth in cases much like W…","Mar 04, 2020"
"RT @#####: Italy is now likely a big exporter of #COVID19 it seems. 15 Italian tourists test positive... while visiting India or all p…","Mar 04, 2020"
"RT @#####: Gig economy drivers going to be hit hard: “In Mexico, two Uber drivers unknowingly transported a pax who was infected and t…","Mar 04, 2020"
"RT @#####: What America will be like in a few weeks: “In Daegu, 2,300 people were waiting to be admitted to hospitals and temporary me…","Mar 04, 2020"
"RT @#####: We knew the day would come when we would see these collapsed people in the US. Its here. #CoronaVirusUSA #coronavirusne…","Mar 04, 2020"
"RT @#####: NYC. How many people did this fellow come in contact with I wonder? Looks young.","Mar 04, 2020"
"RT @#####: As a pattern, this makes sense. Once a country gets into the early hundreds count of infected these videos start to sur…","Mar 04, 2020"
"RT @#####: #Iran's version of the Chinese makeshift hospitals is underway. Gonna need more of those. #Coronavirus #CoronavirusOutb…","Mar 04, 2020"
"RT @#####: New normal in #coronavirus-hit China: High-tech tracking and fever checks Coming soon to...well...everywhere. https:/…","Mar 04, 2020"
"RT @#####: 6th #coronavirus case confirmed in #coronavirusindia: #coronavirusitalIa man tests positive for Covid-19 in #Jaipur htt…","Mar 04, 2020"
"RT @#####: They refuse to give count how many being tested in #austin, geographic locations, possibly over further #sxsw pressure…","Mar 04, 2020"
"RT @#####: Shenzhen China. Reports of employees collapsed. 1 video. How could they not provide training(basic) and PPE to everyone…","Mar 04, 2020"
"RT @#####: #wuhanchinavirus Hospital under construction in Shenzhen on the morning of","March 2 https://t.co/VYh48UsWVB","Mar 04, 2020"
"RT @#####: Wuhan seafood","Market is being destroyed. Widely reported to be the epicenter dispite genomic evidence of earlier spread…","Mar 04, 2020"
"RT @#####: Mass graves on #iran for #Coronavirus dead popping up. #CoronavirusOutbreak #coronavirusiran #covid19iran #Covid_19","Mar 04, 2020"
"RT @#####: 2 new cases in Orange County, CA. Currently “presumed cases” because only positive on local labs. CDC must still confirm.…","Mar 04, 2020"
"RT @#####: ANOTHER CRUISE SHIP: ‘Grand Princess’ cruiseline ?? - sick #COVID19 Placer County patient departed from San Francisco to Mex…","Mar 04, 2020"
"RT @#####: Trump donates his 2019 Q4 salary to help combat coronavirus https://t.co/s9NBQs0G8i","Mar 03, 2020"
"RT @#####: VIDEO: Shelves lie empty in grocery stores and pharmacies in Seattle as residents stock up on supplies after officials said more…","Mar 03, 2020"
"RT @#####: ??Shortage of PPE: WHO has warned that severe and mounting disruption to the global supply of personal protective equipment…","Mar 03, 2020"
"RT @#####_News: #KCN: @##### employees will be transferred to remote work _ #Coinbase #coronavirus #COVID19US #ecosystems #fintech #news…","Mar 03, 2020"
"RT @#####: WHO chief calls on manufacturers to urgently increase production to meet demand and guarantee supplies of personal protective e…","Mar 03, 2020"
"RT @#####: JPMorgan is asking thousands of U.S. employees to work from home as it tests a contingency plan for closing domestic offices…","Mar 03, 2020"
"RT @#####_Osborne: Today’s ?@#####? as British government goes onto virus war footing https://t.co/sSyQel1baz","Mar 03, 2020"
"RT @#####: BREAKING: The Fed delivered an emergency half-percentage point interest rate cut Tuesday in a bid to protect the longest-ever…","Mar 03, 2020"
"RT @#####: South Korea has mobilized troops to help with disinfection operations in areas affected by the #coronavirus outbreak. There…","Mar 03, 2020"
"RT @#####: "Drive-through" coronavirus testing centers that minimize human contact have opened in Seoul. South Korea remains a #Corona…","Mar 03, 2020"
"RT @#####_"Market: Trump team will be calling at G-7 to enact an emergency rate cut and a possible tax cut.","Mar 03, 2020"
"RT @#####_"Market: Corona will end in two weeks, I‘d say.","Mar 03, 2020"
"RT @#####2019N: Gov't officials have said they need the data so they can warn local authorities about who might have been exposed to the virus.…","Mar 03, 2020"
"RT @#####: Global financial ministers, central bankers to hold conference call Tue 7am ET to coordinate financial and economic respons…","Mar 03, 2020"
"RT @#####: E #China's Zhejiang Province confirmed 7 new imported #coronavirus cases from Italy. Info on the patients: – returned f…","Mar 03, 2020"
"RT @#####: Whoever created this photo is spot on. Why are so many of our first responders and HCW being unsafely exposed while treatin…","Mar 03, 2020"
"RT @#####: #Coronavirus watch,","March 3: - S. Korea: 4212 cases, 22 dead - Japan: 900+ cases - Italy: 1835 cases, 52 dead - Iran: 1051 case…","Mar 03, 2020"
"RT @#####: Quarter Day #Coronavirus statistics. 90,926 - Confirmed Cases (#COVID19) 3,123 - Fatalities (COVID19) 47,204 - Recovere…","Mar 03, 2020"
"RT @#####: (URGENT) 23 coronavirus patients in critical condition: KCDC https://t.co/nIxKJVjUUk","Mar 03, 2020"
"RT @#####: "It attaches to [the lung] like paste." Autopsies performed on deceased #coronavirus patients have revealed insights into t…","Mar 03, 2020"
"RT @#####_: BREAKING Coronavirus action plan agreed at emergency COBRA meeting chaired by Boris Johnson https://t.co/ZwBpl0hk9C ht…","Mar 02, 2020"
"RT @#####: Not shaking hands, don’t care who it is... #coronavirus https://t.co/Xs0BWdD5YQ","Mar 02, 2020"
"RT @#####: The most common signs that you","May be infected with #coronavirus are breathing problems, and that is because its first port of…","Mar 02, 2020"
"RT @#####: Leader of South Korean cult begs on his knees for forgiveness over coronavirus spread https://t.co/5tUAEtDn8C","Mar 02, 2020"
"RT @#####: "It attaches to [the lung] like paste." Autopsies performed on deceased #coronavirus patients in China have revealed insigh…","Mar 02, 2020"
"RT @#####: An emergency Cobra meeting on the #coronavirus is underway, as Public Health England warns Britain needs to be prepared for "m…","Mar 02, 2020"
"RT @#####: @##### @##### @##### @#####_Europe @##### @##### @##### "?? it’s normal & understandable to feel anxious, especially if…","Mar 02, 2020"
"RT @#####: I am meeting with the major pharmaceutical companies today at the White House about progress on a vaccine and cure. Pr…","Mar 02, 2020"
"RT @#####: Quarter Day #Coronavirus statistics. 89068 - Confirmed Cases (#COVID19) 3049 - Fatalities (COVID19) 44462 - Recovered (…","Mar 02, 2020"
"RT @#####: At least 57% of total confirmed COVID-19 cases in South Korea are related to the Shincheonji religious group's Daegu branch, the…","Mar 02, 2020"
"RT @#####: CDC 'withholding' potentially lifesaving information about coronavirus from doctors https://t.co/nxTqwPDSyU","Mar 02, 2020"
"RT @#####: Coronavirus: Cult leader at centre of South Korea outbreak begs for forgiveness https://t.co/vSOeu3inZI","Mar 02, 2020"
"RT @#####: PLA approves first laboratory for #COVID19 diagnosis and confirmation https://t.co/KBZt0xK2Af","Mar 02, 2020"
"RT @#####: Indicators from light trading in US #stocks future,and it’s very early, is the #Dow opening 1% down as #"Markets digest a torr…","Mar 02, 2020"
"RT @#####: Pence's #coronavirus travel restrictions at a glance: ????Travel banned using section 212 F ????Restrictions to "any foreign na…","Mar 02, 2020"
"RT @#####: China has dispatched over 10,000 military medics to work on the front line of the #Coronavirus epidemic, including 4,000…","Mar 02, 2020"
"RT @#####: The best protection against coronavirus is washing your hands -- but you have to do it properly: ?? Wet your hands ?? Lather, ma…","Mar 02, 2020"
"RT @#####: The number of people around the world who have died from #coronavirus reached more than 3,000 on Sunday night - prompting Asia…","Mar 02, 2020"
"RT @#####: Churches now conveying to tele-service via online church services in S Korea. This might be an increasing trend. Tele-schoo…","Mar 02, 2020"
"RT @#####: These passengers tested positive ?? for the flu virus. But they were not tested for the new coronavirus at all. In some ways…","Mar 02, 2020"
"RT @#####: First Australian has died from #COVID19. He was a passenger on the ill fated ?? Princess ??. Such a tragic boat. https://t.co…","Mar 02, 2020"
"RT @#####: 3,000 people globally have now died. I’m annoyed at this paywalled article (more on a campaign later) but the is gist is: “…","Mar 02, 2020"
"RT @#####: Speed is king. Speed saves lives in an epidemic. For same reason, delayed testing endangers it. And when we see case, espec…","Mar 02, 2020"
"RT @#####: @##### @##### @##### @#####_FR @##### @##### @##### @##### @#####_Time @##### @#####…","Mar 02, 2020"
"RT @#####: So many #COVID19 deaths already in Iran. There must be so many more cases. In contrast, over 3700 S Korean cases but very l…","Mar 02, 2020"
"RT @#####: North Korea must be having a really bad epidemic of #COVID19 if all diplomats are evacuating out.","Mar 02, 2020"
"RT @#####: “I’m not saying that reinfection can’t occur, will never occur, but in short time it’s unlikely. More likely, “reinfected”…","Mar 02, 2020"
"RT @#####: NEW CAMPAIGN - NO PAYWALLS: Info connects people w/ vital facts on how to reduce transmission + slow the pandemic. But payw…","Mar 02, 2020"
"RT @#####: Toiletpaper will be the currency of the #Coronavirus Apocalypse apparently.","Mar 02, 2020"
"RT @#####: Freaking out over Covid-19 won’t help, but washing your hands will https://t.co/9vlc0CoQJx via @#####","Mar 02, 2020"
"RT @#####: A ban on public gatherings could come into place if the #coronavirus continues its rapid spread as the UK has its largest jump…","Mar 02, 2020"
"RT @#####_"Market: German retail sales jump by 40% thanks to coronavirus panic buying - NTV","Mar 01, 2020"
"RT @#####"MarketWatch: CNBC’s Jim Cramer on the coronavirus: We have lost containment and this could be worse than we thought https://t.co/9qpSX3…","Mar 01, 2020"
"RT @#####: Not everyone lost money in last week’s epic stock","Market wipeout https://t.co/svsMrCeUIE","Mar 01, 2020"
"RT @#####: Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries, or ar…","Mar 01, 2020"
"RT @#####: Trump vows to screen travelers after first American dies of coronavirus https://t.co/pztqTjmvV6","Mar 01, 2020"
"RT @#####: The food is GREAT at Sammy’s Mexican Grill in Phoenix, Arizona. Congratulations to Betty & Jorge Rivas on doing such a…","Mar 01, 2020"
"RT @#####: How to protect against the coronavirus; U.S. Surgeon General Dr. Jerome Adams urged Americans on Twitter to stop buying masks to p…","Mar 01, 2020"
"RT @#####: Kuwait confirms new coronavirus case, brings total to 46: health ministry https://t.co/MCG1A043z8 https://t.co/RgvDv2brYU","Mar 01, 2020"
"RT @#####: World must unite to fight coronavirus https://t.co/JYw88C0AmY","Mar 01, 2020"
"RT @#####: Take the drama out of minor illnesses. Pharmacies can give treatment advice about a range of common conditions and minor illness…","Mar 01, 2020"
"RT @#####15:","Jan. 30 - ??https://t.co/XgtEOnnyL5 started as a spreadsheet tracking the new cases of the coronavirus.","Feb. 29 - The c…","Mar 01, 2020"
"RT @#####: Coronavirus containment strategy is working, WHO chief tells ?@#####_HadleyGamble? ?@#####? ?@#####? https://t.co/McGIzzEHPS","Mar 01, 2020"
"RT @#####: Give credit to China for containment efforts https://t.co/OcNp89gQe0","Mar 01, 2020"
"RT @#####: China's air pollution dropped dramatically after coronavirus lockdown https://t.co/Z5gJqpSulL","Mar 01, 2020"
"RT @#####: 12 further patients in England have tested positive for COVID-19. Further details ?? https://t.co/7uTkl1Qmyp","Mar 01, 2020"
"RT @#####_murphy: #WHO chief on #coronavirus: Global","Markets 'should calm down and try to see the reality' ?@#####? ?@#####_HadleyGamble? https://t…","Mar 01, 2020"
"RT @#####: UK confirms 12 new cases of coronavirus, total now 35. Follow the latest updates: https://t.co/Gsk1RJ5ZLY https://t.co/VJAevNf…","Mar 01, 2020"
"RT @#####: Qatar confirms two more cases: health ministry. Follow the latest updates: https://t.co/n9jsfoaK4W","Mar 01, 2020"
"RT @#####: Italy unveils stimulus as global leaders weigh coronavirus response https://t.co/h3TybYmvA8","Mar 01, 2020"
"RT @#####: Chinese ride-hailing giant Didi plans to spend 14.3 million USD to install protective sheets in vehicles to prevent COVID-19 tr…","Mar 01, 2020"
"RT @#####: Twelve new cases of coronavirus have been confirmed in England, bringing the total number of confirmed cases in the UK to 35 h…","Mar 01, 2020"
"RT @#####_"Market: Turkish Airlines Cancels All Italy Flights Amid Coronavirus Outbreak https://t.co/ML4rEhGjNo","Mar 01, 2020"
"RT @#####: A coughing Pope Francis told pilgrims gathered for the traditional Sunday blessing that he is canceling his participation at…","Mar 01, 2020"
"RT @#####: #CoronavirusOutbreak The collective battle against #COVID19 in Wuhan https://t.co/nhCGffhcHy","Mar 01, 2020"
"RT @#####_"Market: 5 Star luxury hotel in Swiss Alps reports a guest with Coronavirus https://t.co/Aoi8lfhdRU https://t.co/HuRrehT6sI","Mar 01, 2020"
"RT @#####: The reduction in NO2 pollution was first apparent near #coronavirus epicentre Wuhan, but eventually spread across the country,…","Mar 01, 2020"
"RT @#####: CORONAVIRUS LATEST: - Iran cases almost double, deaths reach 54 - WHO says it's not a pandemic yet - All passengers and crew…","Mar 01, 2020"
"RT @#####: Cryptocurrency gambling even on dead people: CoronaCoin is born: 7.6 billion virtual coins speculating on the epidemic. The…","Mar 01, 2020"
"RT @#####: Iran's death toll from coronavirus jumps to 54, with 978 infected https://t.co/A0ETFiDkTT https://t.co/8hWr1JgMMf","Mar 01, 2020"
"RT @#####: #ICYMI During the the novel #coronavirus outbreak, super"Market owners take creative measures to protect their staff and cus…","Mar 01, 2020"
"RT @#####: Pope Francis said he was skipping a planned week-long retreat outside Rome with members of the Vatican curia, citing a cold t…","Mar 01, 2020"
"RT @#####: #Myan"Mar on Sunday donated 200 tons of rice to #China as a humanitarian assistance in the battle against the #COVID19 epidemic…","Mar 01, 2020"
"RT @#####: Airlines are turning to the world’s toughest disinfectants after evacuating people from coronavirus hotspots https://t.co/WHC…","Mar 01, 2020"
"RT @#####: Coronavirus: 12 new cases of COVID-19 confirmed in UK https://t.co/l2F2RFB2ZT","Mar 01, 2020"
"RT @#####_"Market: Just a bus in China https://t.co/h6wul9DC5k","Mar 01, 2020"
"RT @#####: The number of people who have tested positive in the UK has risen to 35 - LIVE https://t.co/ZKAWnLA5gN","Mar 01, 2020"
"RT @#####: The first U.S. clinical trial of a possible treatment for #COVID?19 was announced in Nebraska https://t.co/i5bWX66QEl","Mar 01, 2020"
"RT @#####: COVID-19: France’s Louvre Museum closed over coronavirus fears https://t.co/ppKU81rY30 https://t.co/NssofXKQPK","Mar 01, 2020"
"RT @#####: Hong Kong is giving all adult permanent residents $1,200 https://t.co/5u1tkrpRZL","Mar 01, 2020"
"RT @#####: As desperate shoppers stockpile nappies and Boots sells out of hand gel amid coronavirus outbreak https://t.co/pSo9iDD1G3","Mar 01, 2020"
